Date,Open,High,Low,Close,Volume,Change
15-Sep-16,18.4,18.8,16.58,17.07,119.31K,-7.13%
14-Sep-16,17.8,18.54,16.75,18.38,145.47K,3.43%
13-Sep-16,15.36,19.12,15.33,17.77,263.84K,15.99%
12-Sep-16,16.55,17.37,14.95,15.32,218.69K,-7.04%
9-Sep-16,13.35,16.75,13.35,16.48,214.34K,23.17%
8-Sep-16,13.25,13.52,13.15,13.38,72.22K,1.21%
7-Sep-16,13.4,13.55,13.2,13.22,74.25K,-1.20%
6-Sep-16,13.9,14.02,13.35,13.38,76.50K,-3.95%
5-Sep-16,13.78,14.03,13.78,13.93,-,1.09%
4-Sep-16,13.88,13.88,13.72,13.78,-,-1.08%
2-Sep-16,14.6,14.83,13.85,13.93,96.63K,-4.39%
1-Sep-16,14.6,15.15,14.39,14.57,87.34K,0.00%
31-Aug-16,14.55,15.17,14.5,14.57,86.08K,0.28%
30-Aug-16,14.68,14.95,14.5,14.53,71.92K,-1.02%
29-Aug-16,15.13,15.4,14.6,14.68,77.33K,-2.91%
26-Aug-16,15,15.73,14.48,15.12,126.48K,1.00%
25-Aug-16,15.15,15.4,14.85,14.97,84.48K,-0.99%
24-Aug-16,14.65,15.25,14.63,15.12,80.67K,3.00%
23-Aug-16,14.85,14.85,14.5,14.68,68.69K,-0.27%
22-Aug-16,14.65,15,14.65,14.72,82.22K,0.27%
19-Aug-16,14.6,14.95,14.6,14.68,77.31K,0.75%
18-Aug-16,14.85,15.13,14.55,14.57,77.02K,-1.69%
17-Aug-16,15.3,15.65,14.8,14.82,116.10K,15.60%
16-Aug-16,12.24,12.9,12.15,12.82,90.87K,4.91%
15-Aug-16,12.4,12.42,12.05,12.22,87.34K,-0.81%
12-Aug-16,12.61,12.94,12.3,12.32,88.26K,-2.38%
11-Aug-16,12.9,13.06,12.43,12.62,99.82K,-2.02%
10-Aug-16,12.4,13.22,12.2,12.88,104.22K,4.04%
9-Aug-16,12.5,12.7,12.05,12.38,111.90K,-0.72%
8-Aug-16,12.92,13,12.45,12.47,67.85K,-3.18%
5-Aug-16,13.46,13.5,12.7,12.88,96.85K,-4.10%
4-Aug-16,13.87,13.95,13.38,13.43,89.48K,-2.82%
3-Aug-16,14.25,14.71,13.8,13.82,81.92K,-2.81%
2-Aug-16,13.7,14.86,13.5,14.22,130.89K,4.41%
1-Aug-16,13.8,14.1,13.45,13.62,105.04K,-1.45%
29-Jul-16,14.4,14.65,13.75,13.82,94.00K,-3.89%
28-Jul-16,14.78,15.06,14.35,14.38,97.16K,-2.71%
27-Jul-16,15.15,15.45,14.6,14.78,107.76K,-2.64%
26-Jul-16,15.35,15.65,15.1,15.18,82.89K,-0.91%
25-Jul-16,15.4,16,15.2,15.32,93.81K,-0.39%
22-Jul-16,15.83,15.89,15.25,15.38,82.20K,-2.78%
21-Jul-16,15.45,16.05,15.3,15.82,109.56K,2.26%
20-Jul-16,15.65,15.9,15.25,15.47,83.62K,26.60%
19-Jul-16,13.08,13.41,12.2,12.22,83.24K,-6.50%
18-Jul-16,13.9,13.9,13,13.07,89.96K,-5.43%
15-Jul-16,14.05,14.4,13.5,13.82,98.60K,-1.50%
14-Jul-16,14.2,14.38,13.75,14.03,92.06K,-1.06%
13-Jul-16,14.3,14.6,14,14.18,99.10K,-0.70%
12-Jul-16,14.66,14.85,14.15,14.28,95.38K,-2.33%
11-Jul-16,14.65,14.85,14.34,14.62,80.29K,-1.08%
8-Jul-16,15.95,16.29,14.65,14.78,109.65K,-7.22%
7-Jul-16,16.2,16.9,15.75,15.93,109.41K,-1.55%
6-Jul-16,16.85,17.8,16.05,16.18,124.32K,-3.80%
5-Jul-16,16.65,17.77,16.4,16.82,119.89K,0.90%
4-Jul-16,16.77,16.83,16.38,16.67,-,-0.95%
3-Jul-16,16.67,16.83,16.58,16.83,-,0.36%
1-Jul-16,17.05,17.5,16.45,16.77,102.38K,-1.24%
30-Jun-16,17.55,18.17,16.9,16.98,141.20K,-2.86%
29-Jun-16,19,19.15,17.45,17.48,147.59K,-7.42%
28-Jun-16,23.15,23.4,18.85,18.88,229.60K,-20.17%
27-Jun-16,23.35,23.7,21.7,23.65,243.83K,4.42%
24-Jun-16,16.65,27.65,16.07,22.65,402.80K,35.79%
23-Jun-16,19.45,19.49,16.6,16.68,184.92K,-14.15%
22-Jun-16,18.7,19.6,18.1,19.43,128.22K,4.01%
21-Jun-16,18.54,18.97,17.85,18.68,112.40K,1.08%
20-Jun-16,19.8,19.8,17.9,18.48,151.78K,-7.92%
17-Jun-16,20.05,20.34,19.58,20.07,123.66K,0.25%
16-Jun-16,20.6,22.2,19.74,20.02,185.12K,-2.67%
15-Jun-16,20.9,21.25,19.6,20.57,168.16K,0.00%
14-Jun-16,21.35,22.15,20.02,20.57,149.17K,-3.52%
13-Jun-16,17.8,21.5,17.7,21.32,198.71K,21.69%
10-Jun-16,15.45,17.85,15.44,17.52,157.33K,13.25%
9-Jun-16,14.95,15.8,14.93,15.47,102.42K,3.34%
8-Jun-16,14.75,15.1,14.55,14.97,107.45K,1.70%
7-Jun-16,14.5,14.85,14,14.72,98.38K,1.73%
6-Jun-16,14.8,15,14.35,14.47,80.48K,-1.70%
3-Jun-16,14.9,15.7,14.6,14.72,112.33K,-0.67%
2-Jun-16,15.3,15.77,14.75,14.82,101.21K,-3.01%
1-Jun-16,15.3,16.05,15.15,15.28,96.72K,0.00%
31-May-16,15.4,16,15.1,15.28,107.72K,-0.65%
30-May-16,15.35,15.43,15.18,15.38,-,0.39%
29-May-16,15.4,15.43,15.28,15.32,-,-0.39%
27-May-16,15.85,15.97,15.35,15.38,81.27K,-2.78%
26-May-16,16.2,16.43,15.75,15.82,78.01K,-2.22%
25-May-16,16.5,16.61,15.9,16.18,106.45K,-1.82%
24-May-16,17.55,17.69,16.35,16.48,116.80K,-6.20%
23-May-16,17.35,17.65,17.1,17.57,85.09K,1.44%
20-May-16,18,18.05,17.25,17.32,113.79K,-3.67%
19-May-16,18.1,19.1,17.95,17.98,131.14K,-0.50%
18-May-16,17.95,18.45,17.4,18.07,140.39K,17.11%
17-May-16,15.15,16.21,14.75,15.43,98.02K,2.05%
16-May-16,15.9,16.25,14.8,15.12,100.13K,-4.79%
13-May-16,15.25,16.27,15,15.88,110.56K,4.34%
12-May-16,15.6,16.04,14.95,15.22,116.89K,-2.56%
11-May-16,14.55,15.7,14.55,15.62,98.56K,7.50%
10-May-16,15.5,15.74,14.5,14.53,101.95K,-6.08%
9-May-16,15.65,15.92,15.12,15.47,88.30K,-1.59%
6-May-16,16.75,17.27,15.7,15.72,101.09K,-6.04%
5-May-16,16.9,17.25,16.3,16.73,74.27K,-0.89%
4-May-16,16.6,17.6,16.55,16.88,95.81K,1.56%
3-May-16,15.85,17.2,15.65,16.62,114.14K,5.32%
2-May-16,16.85,17.25,15.6,15.78,114.70K,-6.52%
29-Apr-16,16.45,18.04,16.32,16.88,176.28K,2.43%
28-Apr-16,15.5,16.71,15.2,16.48,121.81K,6.53%
27-Apr-16,15.93,16.45,15.35,15.47,102.32K,-2.89%
26-Apr-16,16.25,16.4,15.85,15.93,84.90K,-1.85%
25-Apr-16,16.1,16.85,16.05,16.23,73.00K,0.31%
22-Apr-16,16.8,16.95,16.15,16.18,96.50K,-3.52%
21-Apr-16,16.45,16.97,16.2,16.77,94.87K,2.07%
20-Apr-16,16.25,16.65,15.9,16.43,101.22K,24.00%
19-Apr-16,13.85,14.22,13.2,13.25,84.18K,-4.12%
18-Apr-16,15.3,15.62,13.75,13.82,88.64K,-6.11%
15-Apr-16,14.65,15.25,14.6,14.72,85.38K,0.27%
14-Apr-16,14.83,15.2,14.6,14.68,73.66K,-0.94%
13-Apr-16,15.95,16.08,14.8,14.82,78.69K,-6.97%
12-Apr-16,17.1,17.35,15.85,15.93,95.85K,-6.68%
11-Apr-16,16.73,17.2,16.05,17.07,76.28K,2.34%
8-Apr-16,17.25,17.4,16.2,16.68,82.76K,-3.42%
7-Apr-16,15.65,17.85,15.54,17.27,108.13K,10.56%
6-Apr-16,16.8,17.03,15.55,15.62,88.32K,-6.86%
5-Apr-16,15.93,17.07,15.9,16.77,99.43K,5.27%
4-Apr-16,15.4,16.05,15.15,15.93,66.24K,3.24%
1-Apr-16,15.9,16.7,15.35,15.43,103.23K,-3.14%
31-Mar-16,15.9,16.3,15.6,15.93,70.04K,0.50%
30-Mar-16,16.15,16.3,15.55,15.85,99.91K,-1.37%
29-Mar-16,17.2,17.55,16.05,16.07,103.00K,-6.13%
28-Mar-16,17.3,17.7,17,17.12,63.28K,-1.50%
24-Mar-16,17.7,18.55,17.35,17.38,88.76K,-1.97%
23-Mar-16,16.85,17.82,16.75,17.73,87.45K,5.41%
22-Mar-16,17,17.52,16.7,16.82,86.12K,-0.94%
21-Mar-16,17.7,17.9,16.95,16.98,91.03K,-4.23%
18-Mar-16,17.8,18.05,17.3,17.73,102.15K,-0.23%
17-Mar-16,18.25,18.8,17.55,17.77,119.13K,-2.74%
16-Mar-16,19.05,19.53,18.15,18.27,128.30K,8.11%
15-Mar-16,17.45,18.05,16.8,16.9,60.44K,-3.04%
14-Mar-16,17.65,18.07,17.25,17.43,59.54K,-1.08%
11-Mar-16,18.93,19.02,17.53,17.62,-,-7.02%
10-Mar-16,19.05,20.22,18.1,18.95,113.99K,-0.63%
9-Mar-16,19.37,19.85,19,19.07,81.33K,-2.80%
8-Mar-16,19.37,19.75,19.35,19.62,56.20K,5.65%
7-Mar-16,18.8,19.32,18.2,18.57,-,-1.90%
4-Mar-16,18.35,18.95,17.75,18.93,84.01K,3.33%
3-Mar-16,19.25,19.52,18.25,18.32,93.96K,-4.93%
2-Mar-16,19.45,20.12,19.1,19.27,72.87K,-0.82%
1-Mar-16,21.8,22.25,19.4,19.43,91.21K,-10.75%
29-Feb-16,21.4,22.2,20.65,21.77,67.84K,1.35%
26-Feb-16,20.85,21.65,20.2,21.48,87.00K,3.17%
25-Feb-16,21.8,22.2,20.75,20.82,73.50K,-4.36%
24-Feb-16,22.15,23.48,21.65,21.77,97.98K,-1.85%
23-Feb-16,21.05,22.25,20.95,22.18,89.54K,5.52%
22-Feb-16,22.4,22.48,20.85,21.02,82.09K,-6.08%
19-Feb-16,22.8,23.5,22.15,22.38,89.28K,-1.71%
18-Feb-16,22.85,23.25,22.45,22.77,88.14K,-0.70%
17-Feb-16,23.9,24.29,22.75,22.93,84.72K,-7.28%
16-Feb-16,26.6,26.6,24.3,24.73,73.56K,2.72%
15-Feb-16,24.63,24.67,23.67,24.08,-,-2.03%
14-Feb-16,24.88,24.9,24.52,24.58,-,-8.58%
12-Feb-16,28.05,28.55,26.49,26.88,79.35K,-4.41%
11-Feb-16,26.25,29.45,26.25,28.12,159.88K,7.04%
10-Feb-16,26.1,26.55,24.68,26.27,81.76K,0.57%
9-Feb-16,25.4,27.08,25.3,26.12,108.57K,2.71%
8-Feb-16,24.1,26.8,23.8,25.43,111.09K,5.43%
5-Feb-16,23.01,24.65,22.68,24.12,106.90K,4.55%
4-Feb-16,22.75,23.58,22.3,23.07,75.20K,1.32%
3-Feb-16,23.15,24.75,22.6,22.77,123.80K,-1.77%
2-Feb-16,21.55,23.42,21.53,23.18,100.72K,7.71%
1-Feb-16,21.8,22.45,21.28,21.52,72.73K,-0.46%
29-Jan-16,23.25,23.45,21.5,21.62,91.11K,-7.09%
28-Jan-16,23.7,24.08,22.65,23.27,86.04K,-2.10%
27-Jan-16,22.9,24.15,22.25,23.77,101.66K,3.66%
26-Jan-16,24,24.85,22.7,22.93,77.40K,-4.54%
25-Jan-16,22.55,24.08,22.24,24.02,83.70K,5.68%
22-Jan-16,25.05,25.2,22.6,22.73,110.81K,-9.33%
21-Jan-16,24.8,26,24,25.07,144.67K,1.37%
20-Jan-16,24.1,27.15,23.95,24.73,220.71K,-4.33%
19-Jan-16,26.7,27.45,23.94,25.85,111.75K,6.93%
18-Jan-16,24.7,24.77,23.65,24.17,-,-2.22%
17-Jan-16,24.35,25.08,24.35,24.73,-,-6.63%
15-Jan-16,23.55,28.45,23.3,26.48,174.50K,12.35%
14-Jan-16,24.65,25.75,22.67,23.57,146.59K,-4.69%
13-Jan-16,22.05,25.38,20.8,24.73,133.38K,12.05%
12-Jan-16,23.45,24.47,21.65,22.07,117.03K,-6.01%
11-Jan-16,25.34,26.45,23.09,23.48,167.65K,-7.08%
8-Jan-16,23.5,25.35,21.33,25.27,143.97K,7.44%
7-Jan-16,20.35,23.65,20.08,23.52,192.39K,15.75%
6-Jan-16,19.4,21.51,19.35,20.32,118.54K,4.58%
5-Jan-16,19.85,20.66,19.25,19.43,97.21K,-1.97%
4-Jan-16,18.5,21.27,18.25,19.82,142.38K,7.02%
31-Dec-15,18.35,18.73,18.05,18.52,51.41K,0.93%
30-Dec-15,17.5,18.4,17.4,18.35,49.38K,4.98%
29-Dec-15,17.85,18,17.45,17.48,61.33K,-1.91%
28-Dec-15,18.15,18.88,17.8,17.82,65.02K,-2.25%
24-Dec-15,17.85,18.25,17.8,18.23,25.66K,1.96%
23-Dec-15,17.85,18.2,17.3,17.88,85.38K,0.34%
22-Dec-15,18.85,19.2,17.75,17.82,87.96K,-5.31%
21-Dec-15,20.4,20.4,18.8,18.82,87.44K,-7.88%
18-Dec-15,19.2,20.5,18.95,20.43,141.28K,6.02%
17-Dec-15,18.1,19.3,17.65,19.27,117.61K,6.35%
16-Dec-15,18.9,19,17.55,18.12,135.46K,-12.12%
15-Dec-15,22.45,22.6,20.25,20.62,72.03K,-8.07%
14-Dec-15,23.85,25.4,21.8,22.43,143.72K,-5.16%
11-Dec-15,19.35,24.28,18.95,23.65,192.60K,22.41%
10-Dec-15,18.95,19.45,18.3,19.32,96.87K,1.79%
9-Dec-15,17.8,19.4,17.06,18.98,145.31K,6.81%
8-Dec-15,16.5,18.2,16.5,17.77,104.23K,7.57%
7-Dec-15,16.2,17.6,16.03,16.52,99.06K,1.79%
4-Dec-15,18.3,18.35,16.2,16.23,133.04K,-11.41%
3-Dec-15,16.8,19.1,16.18,18.32,164.29K,9.24%
2-Dec-15,16.2,17.15,16,16.77,104.87K,4.03%
1-Dec-15,17,17.03,16.08,16.12,79.37K,-5.06%
30-Nov-15,17.15,17.45,16.85,16.98,68.87K,-1.16%
27-Nov-15,16.8,17.2,16.51,17.18,45.65K,3.34%
26-Nov-15,16.85,16.92,16.52,16.63,-,-0.86%
25-Nov-15,17.4,17.62,16.75,16.77,60.19K,-3.79%
24-Nov-15,17.05,18,17,17.43,84.10K,2.41%
23-Nov-15,17.45,17.8,16.95,17.02,66.42K,-2.35%
20-Nov-15,18.2,18.3,17.35,17.43,75.91K,-4.13%
19-Nov-15,17.75,18.5,17.4,18.18,87.44K,2.31%
18-Nov-15,18.5,18.8,17.55,17.77,104.44K,-6.38%
17-Nov-15,18.15,19.8,17.54,18.98,66.84K,5.04%
16-Nov-15,21.25,21.7,18,18.07,96.47K,-11.07%
13-Nov-15,18.55,20.6,18.23,20.32,119.77K,9.42%
12-Nov-15,16.75,18.65,16.35,18.57,102.11K,10.73%
11-Nov-15,16.2,16.8,15.93,16.77,59.32K,3.33%
10-Nov-15,17,17.27,16.05,16.23,69.67K,-4.64%
9-Nov-15,15.8,17.3,15.65,17.02,100.16K,8.55%
6-Nov-15,16.05,16.68,15.65,15.68,91.51K,-2.12%
5-Nov-15,16.7,16.93,16,16.02,78.35K,-4.24%
4-Nov-15,16.1,16.8,15.75,16.73,85.27K,3.78%
3-Nov-15,15.9,16.15,15.53,16.12,67.97K,1.51%
2-Nov-15,16.66,17.1,15.45,15.88,73.17K,-4.45%
30-Oct-15,16.15,16.8,15.95,16.62,70.22K,2.72%
29-Oct-15,16,16.63,15.95,16.18,71.18K,1.31%
28-Oct-15,16.5,17.06,15.85,15.97,97.52K,-3.09%
27-Oct-15,16.9,17.25,16.3,16.48,76.33K,-2.66%
26-Oct-15,16.55,17.2,16.35,16.93,75.70K,1.99%
23-Oct-15,16.15,16.7,15.53,16.6,112.86K,3.62%
22-Oct-15,18.15,18.15,15.9,16.02,156.40K,-12.12%
21-Oct-15,17,18.3,16.25,18.23,129.27K,13.44%
20-Oct-15,15.25,16.15,15.15,16.07,50.54K,5.17%
19-Oct-15,16.15,16.6,15.23,15.28,62.47K,-5.09%
16-Oct-15,16.6,17.07,16.05,16.1,64.37K,-2.84%
15-Oct-15,18.25,18.3,16.55,16.57,67.79K,-9.55%
14-Oct-15,18.3,18.95,17.7,18.32,72.51K,0.27%
13-Oct-15,16.7,18.3,16.6,18.27,85.11K,9.21%
12-Oct-15,18.2,18.45,16.7,16.73,67.85K,-7.98%
9-Oct-15,18.4,19.03,18.05,18.18,69.23K,-1.36%
8-Oct-15,19.5,20.15,18.1,18.43,81.17K,-5.39%
7-Oct-15,20.4,20.6,19.35,19.48,73.73K,-4.13%
6-Oct-15,19.88,20.52,19.5,20.32,67.45K,2.21%
5-Oct-15,21.15,21.46,19.7,19.88,80.27K,-5.65%
2-Oct-15,22.2,23.74,21,21.07,109.16K,-5.22%
1-Oct-15,22.95,23.67,21.9,22.23,98.74K,-3.43%
30-Sep-15,23.88,24.01,22.5,23.02,87.42K,-3.60%
29-Sep-15,24.1,24.7,23,23.88,109.34K,-0.79%
28-Sep-15,22.4,24.69,21.8,24.07,139.87K,7.84%
25-Sep-15,21.85,22.85,20.44,22.32,115.76K,2.01%
24-Sep-15,21.1,23.35,20.9,21.88,149.12K,3.60%
23-Sep-15,21.75,22.9,20.85,21.12,91.85K,-2.99%
22-Sep-15,19.75,22.73,19.6,21.77,179.91K,10.62%
21-Sep-15,21.5,22.06,19.65,19.68,114.55K,-8.55%
18-Sep-15,20.4,22.15,19.8,21.52,162.56K,5.34%
17-Sep-15,19.05,20.55,17.65,20.43,198.67K,7.64%
16-Sep-15,20.45,20.62,18.9,18.98,134.06K,-15.91%
15-Sep-15,23.75,24.2,22.2,22.57,83.40K,-4.89%
14-Sep-15,23.75,24.46,23.05,23.73,75.19K,-0.29%
11-Sep-15,24.65,25.45,23.7,23.8,73.23K,-3.64%
10-Sep-15,25.75,27.35,24.2,24.7,129.98K,-4.34%
9-Sep-15,24.65,26.05,23,25.82,97.46K,4.87%
8-Sep-15,27.95,28.05,24.45,24.62,75.98K,-7.70%
